name,primary_type,all_types,phone,website,address,rating,reviews,status,maps_url,place_id
Female Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=1503180473141455119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQBFPSIZDTkRD2nmFq1e3BQ
Ethe police hundi aa,playground,playground|point_of_interest|establishment,,,"39, NH 148A, Sector 28, Maruti Housing Colony, Gurugram, Sarhol, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=2761622541164824308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJNZrHMAAZDTkR9EbXyRFBUyY
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=9819785654113252257&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ__87PSIZDTkRobPlYwbjRog
Qurbat - City Centre Mall,womens_clothing_store,womens_clothing_store|market|clothing_store|point_of_interest|store|establishment,095990 89947,https://qurbat.in/,"Shop No. UG-17, City Centre, Metro Station, Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",5,703,OPERATIONAL,https://maps.google.com/?cid=5570610217206957582&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJrUDjQrofDTkRDkbIanrITk0
"Milansaj - MensTailor & Alterations in Gurgaon, Buttons & Ties Shop",tailor,tailor|clothing_store|home_goods_store|point_of_interest|store|service|establishment,085957 29494,https://milansaj.com/,"2nd Floor, PVR City Center Mall, CS 239, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",5,14,OPERATIONAL,https://maps.google.com/?cid=1636386392707846709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJNQPY6AgfDTkRNVKiFMGctRY
Home Centre|Furniture Store - City Centre Mall,furniture_store,furniture_store|supplier|home_improvement_store|home_goods_store|point_of_interest|building_materials_store|store|establishment,1800 212 7500,https://stores.homecentre.in/home-centre-furniture-store-city-centre-mall-home-furniture-shop-sector-28-gurugram-244028/Home?utm_source=locator&utm_medium=googleplaces,"CS0029, Ground Floor, City Centre Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122001, India",4.2,2106,OPERATIONAL,https://maps.google.com/?cid=963504537910017394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJCe3jvaoZDTkRcn2auUUOXw0
Sanoj Rai,health,point_of_interest|health|establishment,098719 92285,,"Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Sector 18, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=5768949853436229505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJI5XDrHMZDTkRgbcblVNtD1A
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=15156136524881675204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJq-o0PSIZDTkRxEPlZN5pVdI
Vatika Corporate Park,corporate_office,corporate_office|point_of_interest|establishment,,,"Pushp Vatika, Mahatma Gandhi Rd, Sector 28, LIC Colony, Kandiwali West, Mumbai, Gurugram, Maharashtra 122009, India",4.8,4,OPERATIONAL,https://maps.google.com/?cid=16031172580988119843&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJy5nR6SMZDTkRI2vHjoYqet4
Boerger India Pvt. Ltd.,manufacturer,manufacturer|service|point_of_interest|establishment,0124 402 8835,http://www.boerger.in/,"Vatika First India Place, Mehrauli-Gurgaon Rd, Block B, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=6384604164204081022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJDR_1LE0ZDTkRfi_dBqmrmlg
HDFC Bank,bank,bank|finance|point_of_interest|establishment,1800 1601,https://www.hdfc.bank.in/branch-locator/haryana/gurugram/hdfcbank-branch-firstindiaplace,"Vatika Building Gurgaon Road, Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",2.5,113,OPERATIONAL,https://maps.google.com/?cid=4374532782237203054&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJzVJlzyMZDTkRbrqMX2N2tTw
MO Designs,home_goods_store,building_materials_store|furniture_store|home_improvement_store|home_goods_store|store|manufacturer|service|point_of_interest|establishment,099711 29532,https://www.mofurnishings.com/,"A-6, MG Road, opposite Metro Pillar No.- 95, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4,359,OPERATIONAL,https://maps.google.com/?cid=2737339443980207615&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJYzuJDCIZDTkR_wUbpLj7_CU
Sarfaraz Auto Works,auto_parts_store,auto_parts_store|car_repair|store|service|point_of_interest|establishment,093193 97522,,"Shop No 6 G,F Sarswati Vihar, Sector 28, Chakkarpur, Gurugram, Haryana 122001, India",,,OPERATIONAL,https://maps.google.com/?cid=10621970520792367283&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJkc3YxOwZDTkRswCAOunRaJM
CC India Pvt. Ltd,furniture_store,general_contractor|furniture_store|home_improvement_store|home_goods_store|store|service|point_of_interest|establishment,0124 408 2126,https://venetacucineindia.com/landing/franchise/,"290/3, Prem Nagar, Old Delhi, Gurgaon Road, Opp: Ajit Cinema Hall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",3,1,CLOSED_TEMPORARILY,https://maps.google.com/?cid=9544703922351943779&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJzc20wyMZDTkRY7AQuqWZdYQ
Government Primary School,school,school|educational_institution|point_of_interest|establishment,,,"F3HM+PP3, Veer Savarkar Block, Sector 28, Sushant Lok Phase I, A-I, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=12213167117135957824&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJm4qu5SMZDTkRQM9e78jifak
Nishkam Foundation,association_or_organization,medical_clinic|health|association_or_organization|point_of_interest|establishment,0124 235 8770,http://www.nishkamfoundation.org/,"888,Ground Floor, Mehrauli-Gurgaon Rd, Veer Savarkar Block, Saraswati Vihar, Gurugram, Haryana 122009, India",5,1,OPERATIONAL,https://maps.google.com/?cid=1797746240532987734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ1y2dwyMZDTkRVj9DT67g8hg
Alim Pan Stall,store,store|point_of_interest|establishment,063750 70183,,"Shop 18, HDFC Bank, Mehrauli-Gurgaon Rd, near MGF Metropolitan Mall, Sector 28, Maruti Housing Colony, Sector 25, Gurugram, Haryana 122009, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=16082386919964954279&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJGc5TTLkZDTkRp07mELIdMN8
Kyocera Asia Pacific India Pvt Ltd,association_or_organization,association_or_organization|point_of_interest|establishment,,,"1st Floor, Tower C, Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=8052362444487036785&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJTddgNAAZDTkRcY9Y4vq8v28
Kyocera Document Solutions India Private Limited,corporate_office,corporate_office|point_of_interest|establishment,0124 467 1000,https://www.kyoceradocumentsolutions.com/in/en/,"1st Floor, Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Block A, Gurugram, Haryana 122009, India",2.7,26,OPERATIONAL,https://maps.google.com/?cid=5516313425795592862&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJQx3w8usZDTkRnrJDhtXhjUw
Vatika First India Place,general_contractor,general_contractor|service|point_of_interest|establishment,095559 30930,http://www.vatikagroup.com/,"Mehrauli-Gurgaon Rd, Block-A, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4.4,122,OPERATIONAL,https://maps.google.com/?cid=2841323410787074550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ1y2dwyMZDTkR9gH3j5Zobic
Mithala Gps,primary_school,primary_school|school|educational_institution|point_of_interest|establishment,080763 52278,,"47, near Mg Metro Station, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=9027763294561014359&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJf61bwmMZDTkRV5KeoOIOSX0
THE GLOBAL PATHWAY,consultant,consultant|service|point_of_interest|establishment,097115 78747,,"Vatika First India Place, 2nd floor, Mehrauli-Gurgaon Rd, Block B, Sushant Lok Phase I, Gurugram, Haryana 122009, India",5,7,CLOSED_TEMPORARILY,https://maps.google.com/?cid=17548009211989083237&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQBAYyIZDTkRZUTkq2cNh_M
"Axis Direct - Stock Trading, Demat Account, Wealth Advisory & Investment Services in MG Road, Gurugram",finance,consultant|finance|service|point_of_interest|establishment,095606 93895,https://simplehai.axisdirect.in/,"Unit No 1C/1D, First Floor, Tower B, Vatika First India Place, Mehrauli-Gurgaon Rd, nearby Metro Station, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=15025161202823397524&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJDbOwwQIZDTkRlABF24EYhNA
SBI Branch Sme Branch M G Road Gurgaon,bank,bank|finance|point_of_interest|establishment,1800 1234,https://bank.sbi/,"Vatika First India Place, Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",3.2,59,OPERATIONAL,https://maps.google.com/?cid=9032390597980092203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJvZ8hzyMZDTkRK3cuqWR_WX0
Bilt Graphic Paper Products Limited,corporate_office,corporate_office|point_of_interest|establishment,07135 244 143,https://www.bgppl.com/,"Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.7,11,OPERATIONAL,https://maps.google.com/?cid=17641935488803878877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ-QZmuPEZDTkR3TeDKNu-1PQ
Argosy Travels Private Limited,travel_agency,travel_agency|service|point_of_interest|establishment,0124 454 7000,http://argosytravels.com/,"Ground floor, Vatika First India Place, Tower C, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.9,18,OPERATIONAL,https://maps.google.com/?cid=6611985899113067161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJIx7QzjYZDTkRmbKGuCR-wls
Kotak Mahindra Prime,finance,finance|point_of_interest|establishment,1800 209 5732,https://www.primeloans.kotak.com/,"3rd Floor, Tower-B, Vatika First India Place, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",1,7,OPERATIONAL,https://maps.google.com/?cid=3196035910880315205&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJvTxl06UZDTkRRcdpRbqZWiw
Biltech Building Elements Limited,manufacturer,manufacturer|point_of_interest|establishment,011 4969 6600,http://www.biltechindia.com/contactus.asp?links=co1,"Biltech Building Elements Limited First India Place, Tower C, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=10058536960701783313&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJc3QhX6sZDTkREV3ExhIal4s
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=5521721009535293250&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQAJJCQZDTkRQpcpugAYoUw
Female Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=8533610257792416392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJVZXuIyQZDTkRiLpYA1F5bXY
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=14925976552262154845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ___4IyQZDTkRXTpl05e4I88
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=6880220577484859880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ___4IyQZDTkR6GlRiSl0e18
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=2550723223811541355&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQD8IyQZDTkRa0mg-0H9ZSM
K Sumit Tattooz,store,body_art_service|store|service|point_of_interest|establishment,,,"Shop No 210 Second Floor, Sahara Mall, Sikanderpur, DLF Phase 1, Gurugram, Haryana 122002, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=17026776109755148529&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJh-StIyQZDTkR8SgQ_KhCS-w
S.S.K Furnitures,furniture_store,furniture_store|home_improvement_store|home_goods_store|store|point_of_interest|establishment,099991 66488,,"S-56, Sahara Mall, Groubd Floor, Mehrauli-Gurgaon Rd, near Vipul Agora, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",5,1,CLOSED_TEMPORARILY,https://maps.google.com/?cid=15510288777892426612&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ__4OIyQZDTkRdHMBanedP9c
Nations Trip,corporate_office,corporate_office|point_of_interest|establishment,090152 36597,,"A-48,Gurgaon Road, Chkkarpur Market, Sec.28, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4,1,OPERATIONAL,https://maps.google.com/?cid=1034712901338356203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ2XGlJiQZDTkR61nJ0OYJXA4
Trendswink,,point_of_interest|establishment,,https://trendswink.com/,"3rd Floor, Arcade Mall, Jmd Regent Square, Mehrauli-Gurgaon Rd, near Sahara Mall, Sector 28, DLF Phase 1, Gurugram, Sarhol, Haryana 122002, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=17440365409552877516&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJF0XrPwsZDTkRzMdo3e-fCPI
Lokbharat PEB & Interior Infratech Pvt Ltd,service,service|point_of_interest|establishment,094580 01482,https://lokbharatpebandinteriorinfratech.com/,"Shop No-6, opposite House No-278, behind Sahara Mall, Sector 28, Chakkarpur, Gurugram, Haryana 122001, India",4.8,27,OPERATIONAL,https://maps.google.com/?cid=18389179756810079852&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJgWPlHRqrv4QRbA54C499M_8
Wheelchair Accessible Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",5,1,OPERATIONAL,https://maps.google.com/?cid=6474584244405330090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAcBcISQZDTkRquAeBBFY2lk
Wheelchair Accessible Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=2395142210718007039&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAUBdISQZDTkR__5jkCZBPSE
Wheelchair Accessible Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=4203450422827075958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAUBdISQZDTkRdsmSg-OnVTo
Female Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=2030408575495241453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQBPIiQZDTkR7f5Mg9d1LRw
Male Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=13577818736637895520&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ_z9YIiQZDTkRYOPx3TMabrw
Listenup India Hearing Solutions,store,store|health|service|association_or_organization|point_of_interest|establishment,,https://www.listenupindia.com/,"S-056, Ground floor, Sahara Mall, Metro Station, near by Mehrauli-Gurgaon Road, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=13552195323064983970&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJdyg17aIZDTkRoqH__dcRE7w
Female Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=6654116825991865583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQBJISQZDTkR7-Qxi_8rWFw
Female Bathroom,public_bathroom,public_bathroom|point_of_interest|establishment,,,"Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=2638692691083236421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQBJISQZDTkRRZRvqwWFniQ
