name,category,primary_type,phone_number,website,address,rating,reviews,maps_url
GAY PARTY G ZONE,food_hospitality,bar,7289998583,,"Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.9,14,https://maps.google.com/?cid=953941233144756791&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Grandmas's Kitchen,food_hospitality,fast_food_restaurant,9953280323,,"16, 26, Behind RBS, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",1.9,14,https://maps.google.com/?cid=8906701713814816345&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Blissful Bites by Juhie,food_hospitality,bakery,9891746380,,"14, V-2, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,14,https://maps.google.com/?cid=8652780845392911685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Oval bean cafe,food_hospitality,cafe,8468813866,https://ovalbeancafe.com/,"Narayana Superspeciality Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.4,14,https://maps.google.com/?cid=1055038408341662988&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Zion Residency Inn,food_hospitality,hotel,9355554455,,"F3XX+QX8, Lane Number V-39/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.4,14,https://maps.google.com/?cid=16531973059770781206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shake Shack Co.,food_hospitality,fast_food_restaurant,9354355514,,"Shop L4, B-747B, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.8,13,https://maps.google.com/?cid=5791683479694972169&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pasta tales,food_hospitality,italian_restaurant,7428072365,https://pastatales.dotpe.in/order,"1126, Lotus Villas, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",3.8,13,https://maps.google.com/?cid=10072561531721959566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Seven Burgers,food_hospitality,restaurant,9218019720,https://sevenburgers.in/,"Shop No-1,2&3, First floor, Khasra No-36, Neo Mart, Vakil market, 2/5, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.2,13,https://maps.google.com/?cid=15005592366280333246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Star Cafe,food_hospitality,cafe,7898612847,,"Basement Market, 107, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.5,13,https://maps.google.com/?cid=12569511867653410113&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OMI by Aldott,food_hospitality,restaurant,8800887353,https://www.thealdott.com/,"5th Floor, The Aldott, 81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4,13,https://maps.google.com/?cid=774273037069650918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jeetu Paratha corner sector 29 gurugram,food_hospitality,fast_food_restaurant,9999598408,https://www.instagram.com/jeetu_paratha_corner1?igsh=MTY0N3drZzFsOHlzaw==,"CNG Pump Entrance, Metro Station Iffco Chowk, MF Husain Marg, near HUDA City Center, Sector 29, Gurugram, Haryana 122009, India",4.7,12,https://maps.google.com/?cid=16969041165405523420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Salt & Pepper,food_hospitality,grocery_store,9810038720,https://saltandpepper.co.in/,"Ridgewood Estate, Dlf Phase Iv Gurugram,behind Supermart 2 DLF Phase IV, Sector 43 Sushant Lok Phase 3-122001, DLF Phase IV, Gurugram, Haryana 122001, India",4.6,12,https://maps.google.com/?cid=1920236768738871361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spice Club,food_hospitality,restaurant,9891018986,,"1ST FLOOR CLUB, Essel Towers, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",5,12,https://maps.google.com/?cid=9233948482811207219&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Om Bikaner - Sweets And Snacks,food_hospitality,candy_store,9045487804,,"Shop No, S 2, S Block, DLF Phase 3, Sector 24, Nathupur, Gurugram, Haryana 122010, India",2.7,12,https://maps.google.com/?cid=8324438946963618115&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naani ki Matthi,food_hospitality,food,9873036637,http://www.naanikimatthi.com/,"S 27/1A, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.7,12,https://maps.google.com/?cid=8741945442318186902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arisii DT4,food_hospitality,restaurant,7042512002,,"HK-3, Ambience Island, Down Town-4, Sector 24, Gurugram, Haryana 122002, India",4,12,https://maps.google.com/?cid=5004256387125957809&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HelloWorld Spiti,food_hospitality,lodging,8880008888,https://www.thehelloworld.com/coliving-in-gurugram/helloworld-spiti-pg-in-gurugram-sector_27-833,"HOUSE NO-546, Sector 27, Gurugram, Haryana 122009, India",3.5,11,https://maps.google.com/?cid=13019001815531020119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
21 Residency,food_hospitality,hotel,9910630632,,"7, Club Marg, Block D, Sector 26A, Gurugram, Haryana 122002, India",3.7,11,https://maps.google.com/?cid=15964033444032716996&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shankar Mehta,food_hospitality,food_store,8010437237,,"Shop No.3, Vijay Senema Road, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.5,11,https://maps.google.com/?cid=10086088996782950108&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jai Shiv Dhaba,food_hospitality,indian_restaurant,8750338452,,"9, M-11A, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.4,11,https://maps.google.com/?cid=7964702866282748134&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lakeforest Wines,food_hospitality,liquor_store,9395205451,https://website-6160677347278884058213-winestore.business.site/?utm_source=gmb&utm_medium=referral,"6A, Sub. Major Laxmi Chand Rd, Sector 37, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",5,11,https://maps.google.com/?cid=937292867643947595&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Heritage,food_hospitality,hotel,9311442299,,"PLOT NO 800 /42, Sector 42, Gurugram, Haryana 122009, India",3.2,10,https://maps.google.com/?cid=1349755257081870519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurugram Dronacharya Toastmasters Club,food_hospitality,non_profit_organization,9871094179,https://www.facebook.com/share/17MiCpohP5/,"Soch Hall, Sustainable Oasis, near Roots Cafe, Sector 29, Gurugram, Haryana 122002, India",5,10,https://maps.google.com/?cid=8232385453229687169&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Elite Proteins,food_hospitality,store,7065126702,http://eliteproteins.com/,"249, Intellect Building, Second Floor, Phase-4, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",2.2,10,https://maps.google.com/?cid=8542751983667045990&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Urban Loft,food_hospitality,bed_and_breakfast,9958731290,,"605P, Sector 42, Gurugram, Haryana 122009, India",5,9,https://maps.google.com/?cid=9888718308000370923&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cafe Amour,food_hospitality,cafe,9990060656,http://cafeamour.in/,"Golf Course Rd, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4,9,https://maps.google.com/?cid=15858501452827418779&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
121 Square,food_hospitality,bar,8929342065,,"DLF Silver Oaks, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.8,9,https://maps.google.com/?cid=7169054042800879236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MCBC - Meal Combo Box Company,food_hospitality,restaurant,9625555105,https://order.mcbc.ing/,"Shop No. 4&5, First Floor, Vakil (Neo) Market Plot 36/2, DLF Phase 4, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.4,9,https://maps.google.com/?cid=14004035433691811&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHINESE LIVE COUNTER,food_hospitality,chinese_restaurant,9521570040,,"U 51/1, near Yadav property, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,9,https://maps.google.com/?cid=7154305169687778505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Luxus Hotels,food_hospitality,hotel,9289036590,http://theluxushotels.com/,"D-310, 3rd floor, Sushant Shopping Arcade, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",3.4,8,https://maps.google.com/?cid=13754374269566247191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jagdish Fruits and Vegetables,food_hospitality,food_store,7503820525,,"Heritage City, Sector 25, Gurugram, Haryana 122002, India",4.9,8,https://maps.google.com/?cid=6403095587777213688&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CakeZone,food_hospitality,bakery,9880125283,https://www.cakezone.com/,"GROUND FLOOR, PLOT NO.3807, DLF PHASE-4, IVY APARTMENTS, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",2,8,https://maps.google.com/?cid=13107283245278524856&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tipsyy Inn Suites 006,food_hospitality,hotel,8447028439,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.6,8,https://maps.google.com/?cid=696296408331568482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Keventers - DLF Cyber Park, Gurugram",food_hospitality,cafe,9717018663,,"Cyber park, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",3.9,8,https://maps.google.com/?cid=13008756771375548786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kaniskinn,food_hospitality,hotel,7310988024,,"A 173, Block A, Sushant Lok Phase I, Gurugram, Haryana 122009, India",3.3,7,https://maps.google.com/?cid=1296474388583271936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PRITHVI'S FITNESS CLUB,food_hospitality,gym,9540465522,,"near AXIS BANK ATM, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",4.7,7,https://maps.google.com/?cid=10172248031686160966&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bajarang Store,food_hospitality,general_store,9990400525,,"Nathupur, Ravindra Marry, Near Sabzi Mandi, F3PX+WCG, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.1,7,https://maps.google.com/?cid=16147368015059064478&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Uttarakhand Bohra Bhojnalaya,food_hospitality,restaurant,9999702972,,"Shop No 01, Sarol, Siemens, NCR, Maruti Udyog, Sector 18, Gurugram, Region, Haryana 122015, India",3.9,7,https://maps.google.com/?cid=5780538983442817139&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raj general Store,food_hospitality,asian_grocery_store,7050477332,,"Street no 20, shop no 22, 1-2, opposite Ambience island, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,7,https://maps.google.com/?cid=17830944223126367084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rawat General Store,food_hospitality,general_store,9910252813,,"B, 747B, Block, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.8,6,https://maps.google.com/?cid=100223734852582548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Daily Dose,food_hospitality,liquor_store,9333888666,https://dailydosegurugram.in/,"Shop No, B 10, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.2,6,https://maps.google.com/?cid=5214531848049267932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Party Night Club,food_hospitality,night_club,8860588499,https://party-night-club.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,"3rd Floor, opposite Mehrauli-Gurgaon Road, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",5,6,https://maps.google.com/?cid=18178014570981489862&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sassy Kitchen,food_hospitality,restaurant,7290015756,,"House No, 2725, Sector 28, DLF Phase IV, Gurugram, Haryana 122002, India",5,5,https://maps.google.com/?cid=10430135835414800560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mohit General Store,food_hospitality,general_store,8375000620,,"F3M9+JCG, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",5,5,https://maps.google.com/?cid=3860280073988473752&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaklo chaap DLF,food_hospitality,food_court,8585959589,,"Chaklo chaap DLF, The National Media Centre, Sector 24, Gurugram, Haryana 122022, India",5,5,https://maps.google.com/?cid=1530384221294239772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jha's kitchen tiffin service,food_hospitality,meal_delivery,9810760073,https://www.instagram.com/jhas_kitchen008,"Golf Course Rd, Gurugram, Haryana 122022, India",5,4,https://maps.google.com/?cid=17578733850676375420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Airtel Office,food_hospitality,sandwich_shop,8796144773,https://subway.in/,"Airtel Office Building, Plot No. 16, Udyog Vihar, Phase 4, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=17041918529281286832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Singh,food_hospitality,grocery_store,9999384169,,"F3FP+G8W, NH 48, near numberdar house, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.8,4,https://maps.google.com/?cid=3906367493295308800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DOOARS CAFE & RESTURANT,food_hospitality,chinese_restaurant,9650857201,,"House No.248, Gali No. 5, Sector 28, chakkarur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=6358934414269229683&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vinay Tea Stall,food_hospitality,tea_store,9643181115,,"Shop No 1, Metro Station, behind Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4,4,https://maps.google.com/?cid=18341055371373755477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vijay General Store,food_hospitality,general_store,8851203515,,"Shop No 01, Sector 18, F3Pc+8C8, Lane Number 6, Sarhaul, Gurugram Delhi NCR, Sector 18, Gurugram, Haryana 122015, India",3.3,4,https://maps.google.com/?cid=1232548838949168209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spoonful of Soul,food_hospitality,restaurant,9891360400,,"27, Nathupur Rd, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=18071696742919501001&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Guild Hotel,food_hospitality,hotel,9643040849,,"F3RM+3G7, M-11, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",3.5,4,https://maps.google.com/?cid=730384196592624772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sk Tea Stall,food_hospitality,tea_store,9810963677,,"F3QR+RX5, near Sikenderpur Matro Nathupur, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=17656211459894773712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Delhi 6 Cafe,food_hospitality,restaurant,9034007427,,"Shop 101, Stop & Shop market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.8,4,https://maps.google.com/?cid=4865618936576156460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Priti General Store,food_hospitality,general_store,9971188541,,"T 29/10, Dlf Phase 3 Sofia Apartments, Hanuman Mandir, Nathupur, Sector 24, Gurugram, Haryana 122002, India",2.8,4,https://maps.google.com/?cid=17273081238165988890&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A One Murdabadi Chicken Biryani Corner,food_hospitality,meal_takeaway,9311257875,,"1, Udyog Vihar Gurugram, Phase V, Udyog Vihar, Sector 19, Delhi, Gurugram, Haryana 122016, India",4.8,4,https://maps.google.com/?cid=3801468907041224792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Secret Lodges Banquet Hall Gurgaon,food_hospitality,banquet_hall,9990240603,https://thesecretlodgesbanquethallgurgaon.lovable.app/,"86P, Sector 43, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=14419441819134460223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sandy old furniture,food_hospitality,furniture_store,9079678603,,"Sector 42, Sector 43, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=2593743083257356774&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nempal Vej Briyani UP 38,food_hospitality,food_court,9873970969,,"Shop No 65, Iffco Iffco Metro, Sector 29, Gurugram, Haryana 122009, India",4.3,3,https://maps.google.com/?cid=5673799970469539153&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Whips & Desserts,food_hospitality,dessert_shop,8505992296,,"E-Block, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4,3,https://maps.google.com/?cid=3562272247612846237&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arjun Hotels and Apartments,food_hospitality,hotel,9568389703,,"H No-22, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",3.3,3,https://maps.google.com/?cid=3920408555153010020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vijay General Store,food_hospitality,general_store,9650487398,,"Near. Vijay Hall, F3CP+9GM, Jaina Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.7,3,https://maps.google.com/?cid=713319350067585886&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bablu Chaat Shop,food_hospitality,food_court,8800152242,,"1, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=8614444795138454428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Umrao. Bhawan,food_hospitality,hotel,9873337157,,"2113, H-33 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.3,3,https://maps.google.com/?cid=15164954224920093037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Navratan Lohiya store,food_hospitality,general_store,9810437101,,"2/77, Block H, Virendra Gram, Sector 26, Gurugram, Haryana 122002, India",2.7,3,https://maps.google.com/?cid=12479724508259682985&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Food Corner,food_hospitality,restaurant,9990749508,,"Sector 18, Gurugram, Haryana 122015, India",3.3,3,https://maps.google.com/?cid=8497682003740311337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sarikas Art Club,food_hospitality,educational_institution,9810463863,,"142 4th floor, Akashneem Marg, DLF Phase 2, DLF2, Gurugram, Haryana 122002, India",5,3,https://maps.google.com/?cid=10667251110369044825&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kanishka General Store,food_hospitality,general_store,7023536817,,"Shop No 2, near Hanuman Mandir, T Block, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.7,3,https://maps.google.com/?cid=13629133811521769122&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HARSH CHEM,food_hospitality,manufacturer,8595519364,,"OPPOSITE SIEMENS SECTOR 18 RAO BHARAT SINGH COMPLEX, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",3.7,3,https://maps.google.com/?cid=8415017603879964685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Park Luxury Studio,food_hospitality,hotel,9592167532,,"8, M-1, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",2.3,3,https://maps.google.com/?cid=5018824808317381339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Paratha Home,food_hospitality,indian_restaurant,9599840240,,"Shop No 117 Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.3,3,https://maps.google.com/?cid=11206801175557772634&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yogi Tea Stall And Cold Drinks,food_hospitality,tea_store,9358254967,,"street 20, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,3,https://maps.google.com/?cid=9995657943837758247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
City Mart Supermarket,food_hospitality,supermarket,9971032433,https://www.citymartfranchisee.com/,"Tower, Plot Not ,463, 3rd Floor, Woxa IT Park, Rao Gajraj Singh Marg, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",3.7,3,https://maps.google.com/?cid=1679226726088145831&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vita,food_hospitality,food_store,8860216305,,"Block-V, 37, 38, Behind Ambianes Mall, DLF Phase III, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.3,3,https://maps.google.com/?cid=2294533163597722983&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
1 Million Suites,food_hospitality,hotel,9958046044,,"F35W+446, Sector 43, Gurugram, Haryana 122009, India",5,2,https://maps.google.com/?cid=11159044317886464147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arsh Foods And Beverages,food_hospitality,cafe,9250927781,,"67/223, behind HUDA MARKET, Sector 17 A, Sector 42, Gurugram, Haryana 122009, India",5,2,https://maps.google.com/?cid=9085132885094466459&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Puja Samagri Kendra,food_hospitality,candy_store,9899259520,,"Ugf-157, Vyapar Kendra Rd, Sushant Lok Phase I, Sec 43, Gurugram, Haryana 122009, India",4,2,https://maps.google.com/?cid=7875575068865526461&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Samsudin,food_hospitality,fast_food_restaurant,9728760019,,"Shop 66, Sushant Lok Phase I, Sector 29, Gurugram, Haryana 122009, India",5,2,https://maps.google.com/?cid=7287316529680430180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
