name,primary_type,all_types,phone,website,address,rating,reviews,status,maps_url,place_id
Sparrow Shopfits,supplier,supplier|point_of_interest|establishment,,,"Tyagi house, 17, Kadarpur Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",4.5,4,OPERATIONAL,https://maps.google.com/?cid=5323336573070363487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJCVZrWQAjDTkRX0u0sWhK4Ek
RS TYAGI HOUSE,housing_complex,housing_complex|point_of_interest|service|establishment,,,"Sector 64, Gurugram, Haryana 122101, India",4.7,10,OPERATIONAL,https://maps.google.com/?cid=4098362257494585813&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJO7oh3vQjDTkR1THVVsJO4Dg
P G guest house,housing_complex,housing_complex|point_of_interest|service|establishment,093107 88298,,"93VF+QMC, Unnamed Road, Sector 64, Gurugram, Haryana 122101, India",4.5,2,OPERATIONAL,https://maps.google.com/?cid=10919632585858534295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJUU6I468jDTkRl8vgbftTipc
Indianite Exports Private Limited,manufacturer,manufacturer|point_of_interest|establishment,087459 78451,http://indianiteexports.co.in/,"93VF+QJJ, Sector 64, Gurugram, Haryana 122101, India",4.5,2,OPERATIONAL,https://maps.google.com/?cid=14663632155786702631&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJq6qq6kgiDTkRJ2-pIsGvf8s
Mahi Bhojnalaya,indian_restaurant,indian_restaurant|restaurant|food|point_of_interest|establishment,,,"93VF+Q8P, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=9779561030811992846&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJV5IeXQAjDTkRDkPNdPH6t4c
Zepto store sec 64,post_office,post_office|association_or_organization|finance|government_office|point_of_interest|service|establishment,,,"93VF+Q7P, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=11207776149501473545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJQUwVWwAjDTkRCXMh0QYFips
Ajay Kumar Thakur,market,market|point_of_interest|establishment,,,"93VF+JXW, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=18049245792473675271&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJQ7HaBAAjDTkRB3YbVGvNe_o
Ajay Kumar Thakur,shoe_store,shoe_store|point_of_interest|store|establishment,,,"93VF+JXW, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=16623551841121677676&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJM5bxRgAjDTkRbDFZ-1K4suY
INDIAN MEDICAL STORE,pharmacy,pharmacy|health|point_of_interest|store|establishment,070884 54314,,"NearTyagi Office, Shop No 3, Tyagi Market Bhuapur, Medawas, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=1549563521294486476&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJuaFM4VEjDTkRzEupC9AngRU
Harsh Health Care,medical_clinic,medical_clinic|health|point_of_interest|establishment,089011 42188,,"Maidawas, Gurugram Delhi, 93VF+VM4, Sector 64, Gurugram, Haryana 122101, India",4,1,OPERATIONAL,https://maps.google.com/?cid=13008059869541955369&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJX25Ah0YiDTkRKfcPHYjphbQ
KEC LABOUR CAMP,association_or_organization,association_or_organization|point_of_interest|service|establishment,,,"93VF+V9H, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=18261795643407798159&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJdVHXNwAjDTkRjw8Z7mHubv0
L&T Labour Colony,campground,campground|lodging|point_of_interest|establishment,,,"93VG+56R, Sector 64, Gurugram, Haryana 122101, India",3.9,19,OPERATIONAL,https://maps.google.com/?cid=15827226385622103480&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJF2PxAgAjDTkRuPWxnoqapds
Siddik Ali,corporate_office,corporate_office|point_of_interest|establishment,,,"93VF+V9H, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=5062394806574827597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJUwzARAAjDTkRTcisPkE9QUY
Samsr Ali,auto_parts_store,auto_parts_store|car_repair|point_of_interest|store|service|establishment,,,"93VF+V9H, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=6378652000652621388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJbccdIQAjDTkRTPa79DKGhVg
Imran,store,store|point_of_interest|establishment,,,"93VF+V9H, Prajapati Rd, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=1480417555848180087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJiQg-egAjDTkRdzGVZ-x_ixQ
Sanaya General Store,general_store,general_store|food_store|food|point_of_interest|store|establishment,,,"Medawas, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=9722091855102402753&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJXRjqXAAjDTkRweAYSQjP64Y
Welding workshop,,point_of_interest|establishment,,https://abdulgate-grill.000webhostapp.com/,"Medawas Village Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=5628847093298513589&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJX7k-JVMjDTkRtUYMw5uuHU4
RK tyagi farm house,housing_complex,housing_complex|point_of_interest|service|establishment,,,"93VF+QWP, Sector 64, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=16333877386440999079&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJZ2goZwAjDTkRpwCaP_GWreI
Nakul tyagi,apartment_building,apartment_building|point_of_interest|service|establishment,,,"64, Sector Rd, IOC Colony, Sector 10A, Gurugram, Haryana 122101, India",3.8,5,OPERATIONAL,https://maps.google.com/?cid=12589863634565167753&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJC-LgZc0jDTkRiXrdjEUuuK4
Shivshakti steel,service,point_of_interest|service|establishment,099999 94912,,"Prajapati Rd, near shani mandir, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=6105993712058910936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJO9cL4LcjDTkR2EgKIO7YvFQ
Daisy Scaffoldings,finance,finance|point_of_interest|establishment,099999 74089,,"85, Medawas, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=16139088849884279883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJDYlv5YAjDTkRS_TR58yP-d8
WoodHaus - Modular Kitchen and Wardrobes,manufacturer,point_of_interest|manufacturer|establishment,,https://www.woodhaus.in/,"Old, Plot 4A, Kadarpur Rd, Medawas, Sector 64, Gurugram, Haryana 122001, India",5,7,OPERATIONAL,https://maps.google.com/?cid=16406925966142412402&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJS3480YMjDTkRchYNFD0cseM
Fairdeal Fulfillment Centre (FFC),storage,storage|point_of_interest|establishment,097999 99375,https://www.fairdeal.market/,"03, Kadarpur Rd, near Shani Mandir, Medawas, Sector 64, Gurugram, Haryana 122101, India",5,5,OPERATIONAL,https://maps.google.com/?cid=310561111136696855&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ-VkkYgAjDTkRF3paZq9VTwQ
Express Packers And Movers,transportation_service,transportation_service|point_of_interest|establishment,087965 70072,,"Shop No.11, Prajapati Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=17436372040228014056&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJKxXUnCkjDTkR6AdYHf1v-vE
Professional Sofa Repair in Gurgaon(Reclinar Sofa Repair Sofa Cover Sofa Upholstery shop Gurugram,furniture_store,furniture_store|home_improvement_store|home_goods_store|point_of_interest|store|manufacturer|service|establishment,079837 90070,https://professionalsofarepair.com/,"Shop No 12, Prajapati Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",4.9,59,OPERATIONAL,https://maps.google.com/?cid=17573767068503809179&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJywzAPkUjDTkRm5yg-wmQ4vM
Lt labour colony,tea_house,tea_house|point_of_interest|establishment,,,"93VG+FJ6, Medawas, Sector 64, Gurugram, Haryana 122101, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=6737138629074201979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJXV10RQAjDTkRe62HZOMff10
Shani Dev Mandir,hindu_temple,hindu_temple|place_of_worship|association_or_organization|point_of_interest|establishment,,,"93VG+FJ6, Medawas, Sector 64, Gurugram, Haryana 122101, India",5,11,OPERATIONAL,https://maps.google.com/?cid=7718842775093280441&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ-0nR2XIjDTkRuX6GlpvWHms
VTPL/Nextel,corporate_office,corporate_office|point_of_interest|establishment,,,"Plot No -4, Sector -64, Gurugram, Haryana 122101, India",2.1,57,OPERATIONAL,https://maps.google.com/?cid=17917635239473891598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJh84gBYwjDTkRDsncj1E6qPg
Self business of property,hindu_temple,hindu_temple|place_of_worship|association_or_organization|point_of_interest|establishment,,,"Kadarpur Rd, Badshahpur, Sector 64, Gurugram, Haryana 122101, India",5,8,OPERATIONAL,https://maps.google.com/?cid=9700949232797979830&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJnbNyTEYiDTkRtpQF7e2xoIY
Eventz4u Warehouse,,point_of_interest|establishment,,http://www.eventz4u.com/,"Street No. 2, Village, Maidawas Rd, near Shani Mandir, Medawas, Sector 64, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=3761596511467932020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJl0OVT8wjDTkRdAll7hjgMzQ
TC Modular,manufacturer,point_of_interest|manufacturer|service|establishment,099118 65369,http://tcmodular.in/,"Plot-3, opp. Shani Mandir, near Shiv Mandir, Medawas, Sector 64, Gurugram, Haryana 122101, India",4.4,32,OPERATIONAL,https://maps.google.com/?cid=10036335043543338044&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJsRACQBEjDTkRPIw0HYw5SIs
Ajay communication,cell_phone_store,cell_phone_store|point_of_interest|store|establishment,095824 77171,,"Old, Prajapati Rd, opp. k.s nursing home ke samne. Ajay communication, sector 67, Sector 64, Gurugram, Haryana 122001, India",5,1,OPERATIONAL,https://maps.google.com/?cid=4502560326650265707&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJyRMfbwAjDTkRa4DB8cJOfD4
BD Tyagi Homes,apartment_complex,apartment_complex|point_of_interest|service|establishment,099992 64553,,"93VG+MJR, Medawas, Sector 64, Gurugram, Haryana 122101, India",4.9,16,OPERATIONAL,https://maps.google.com/?cid=11425077500157250795&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ8X8ykIMjDTkR60wuKHQHjp4
BHARAT SOFA REPAIR,furniture_store,furniture_store|home_improvement_store|home_goods_store|point_of_interest|store|establishment,078190 52742,https://www.bharatsofarepair.shop/,"Prajapati Rd, near shani Mandir, village mehdawas, Sector 64, Gurugram, Haryana 122101, India",4.5,11,OPERATIONAL,https://maps.google.com/?cid=16761247303764319252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ9YeMNpYjDTkRFJxYLZ7pm-g
Madawas,car_repair,car_repair|point_of_interest|service|establishment,,,"3, Medawas Village Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=664251403838968511&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJT6GOZAAjDTkRv1Jg5yHlNwk
Amayra modular kitchen and wadrobe,furniture_store,furniture_store|home_improvement_store|home_goods_store|point_of_interest|store|establishment,080767 05114,,"Medawas, Sector 64, Gurugram, Haryana 122101, India",5,2,CLOSED_TEMPORARILY,https://maps.google.com/?cid=10318801640743704051&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJUcBo2W4jDTkR8xU_wGu_M48
Creative Spaces Interiors and Wardrobes,general_contractor,general_contractor|home_goods_store|point_of_interest|store|manufacturer|service|establishment,095995 37936,https://creativespacesinteriors.in/,"Plot No. - 3, Maidawas Rd, near World Mark, opp. Shani Mandir, Village, Sector 64, Gurugram, Haryana 122018, India",4.9,16,OPERATIONAL,https://maps.google.com/?cid=16875615080373196735&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJQ48_qkYiDTkRv5feN4E6Muo
Pioneer Sports park sector 64,sports_club,sports_club|association_or_organization|point_of_interest|establishment,097117 23017,,"Pioneer sports park, Sector 64, Gurugram, Haryana 122001, India",4.5,219,OPERATIONAL,https://maps.google.com/?cid=14924245032746306477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJrWvELRcjDTkRrUu7BcmRHc8
Shiv Mandir,hindu_temple,hindu_temple|place_of_worship|association_or_organization|point_of_interest|establishment,,,"Sector 64, Gurugram, Haryana 122101, India",4.7,12,OPERATIONAL,https://maps.google.com/?cid=8493656283705930413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ587GKkYiDTkRrXKOgmOH33U
"Vijay vila, Kadarpur road, Sector 64, Village Buapur, near shani mandir, Gurugram, Haryana",park,park|point_of_interest|establishment,,,"Buapur village, Sector 64, Gurugram, Haryana 122101, India",4.7,3,OPERATIONAL,https://maps.google.com/?cid=3913009500312514653&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJB2QQRtsjDTkRXTDblGjNTTY
Singh godown kadarpur road,housing_complex,housing_complex|service|point_of_interest|establishment,,,"93VH+JM3, Sector 64, Gurugram, Haryana 122101, India",3.3,4,OPERATIONAL,https://maps.google.com/?cid=388677695001929598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ0wIqWsMjDTkRfie15k3cZAU
Rakesh plastic,corporate_office,corporate_office|point_of_interest|establishment,,,"93VJ+CMF, Kadarpur Rd, Sector 63, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=2358424499662854431&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJpzQ-0tAjDTkRH5n7Q5bOuiA
Packers And Movers Gurgaon,transportation_service,transportation_service|storage|shipping_service|moving_company|store|manufacturer|service|point_of_interest|establishment,090530 55487,,"Shope No 21, Kadarpur Rd, Medawas, Sector 64, Gurugram, Haryana 122101, India",5,4,OPERATIONAL,https://maps.google.com/?cid=2583201933455919917&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJzYVI41YjDTkRLQu-2nhg2SM
SBJ RMC INDIA PVT LTD,general_contractor,general_contractor|service|point_of_interest|establishment,,,"93VH+JM3, Sector 64, Gurugram, Haryana 122101, India",4.8,4,OPERATIONAL,https://maps.google.com/?cid=17420429435217236449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJSXZTAQAjDTkR4dHhIEbMwfE
